Name,EF,year,field
YEARB PHYS ANTHROPOL,0.002,1999,anthropology
ANNU REV ANTHROPOL,0.005,1999,anthropology
J HUM EVOL,0.012,1999,anthropology
CULT ANTHROPOL,0.004,1999,anthropology
AM ETHNOL,0.006,1999,anthropology
AM J PHYS ANTHROPOL,0.015,1999,anthropology
AM ANTHROPOL,0.005,1999,anthropology
SOC NETWORKS,0.002,1999,anthropology
CURR ANTHROPOL,0.006,1999,anthropology
HUM NATURE-INT BIOS,0.002,1999,anthropology
AFRICA,0.003,1999,anthropology
PUBLIC CULTURE,0.002,1999,anthropology
HUM ECOL,0.002,1999,anthropology
J PEASANT STUD,0.001,1999,anthropology
J ANTHROPOL ARCHAEOL,0.001,1999,anthropology
MED ANTHROPOL Q,0.002,1999,anthropology
CRIT ANTHROPOL,0.001,1999,anthropology
J MAT CULT,0.001,1999,anthropology
ANTHROZOOS,0.001,1999,anthropology
ETHOS,0.001,1999,anthropology
HUM ORGAN,0.002,1999,anthropology
ANTHROPOL EDUC QUART,0.001,1999,anthropology
ANTHROPOL QUART,0.001,1999,anthropology
RACE CLASS,0.001,1999,anthropology
CULT MED PSYCHIAT,0.001,1999,anthropology
J ROY ANTHROPOL INST,0.001,1999,anthropology
OCEANIA,0.001,1999,anthropology
AM ANTIQUITY,0.001,1999,anthropology
ETHNOLOGY,0.001,1999,anthropology
J FAM HIST,0.001,1999,anthropology
J ANTHROPOL RES,0.001,1999,anthropology
CULT STUD,0.001,1999,anthropology
ARCTIC ANTHROPOL,0.001,1999,anthropology
AM J HUM BIOL,0.002,1999,anthropology
ANTHROPOL SCI,0.001,1999,anthropology
CAN REV SOC ANTHROP,0.001,1999,anthropology
J POLYNESIAN SOC,0.001,1999,anthropology
PLAINS ANTHROPOL,0.001,1999,anthropology
ETHNOHISTORY,0.001,1999,anthropology
ANTHROPOLOGIE,0.001,1999,anthropology
CHINESE SOC ANTHROP,0.001,1999,anthropology
MANKIND QUART,0.001,1999,anthropology
COLLEGIUM ANTROPOL,0.001,1999,anthropology
ANTHROPOS,0.001,1999,anthropology
BIJDR TAAL-LAND-V,0.001,1999,anthropology
HOMO,0.001,1999,anthropology
MAN INDIA,0.001,1999,anthropology
HOMME,0.001,1999,anthropology
ANTHR ARCHEOL EURAS,0.001,1999,anthropology
EVOL ANTHROPOL,0.004,2000,anthropology
ANNU REV ANTHROPOL,0.005,2000,anthropology
YEARB PHYS ANTHROPOL,0.001,2000,anthropology
J HUM EVOL,0.01,2000,anthropology
HUM NATURE-INT BIOS,0.002,2000,anthropology
CURR ANTHROPOL,0.007,2000,anthropology
CULT ANTHROPOL,0.003,2000,anthropology
AM ANTHROPOL,0.005,2000,anthropology
AM J PHYS ANTHROPOL,0.014,2000,anthropology
J ROY ANTHROPOL INST,0.003,2000,anthropology
SOC NETWORKS,0.002,2000,anthropology
AM ETHNOL,0.003,2000,anthropology
CRIT ANTHROPOL,0.002,2000,anthropology
AFRICA,0.002,2000,anthropology
J PEASANT STUD,0.001,2000,anthropology
ETHOS,0.002,2000,anthropology
ANTHROPOL EDUC QUART,0.002,2000,anthropology
MED ANTHROPOL Q,0.002,2000,anthropology
PUBLIC CULTURE,0.001,2000,anthropology
OCEANIA,0.001,2000,anthropology
AM ANTIQUITY,0.002,2000,anthropology
ETHNOLOGY,0.001,2000,anthropology
HUM ECOL,0.001,2000,anthropology
J ANTHROPOL RES,0.001,2000,anthropology
J MAT CULT,0.001,2000,anthropology
J ANTHROPOL ARCHAEOL,0.001,2000,anthropology
INT J OSTEOARCHAEOL,0.001,2000,anthropology
J POLYNESIAN SOC,0.001,2000,anthropology
CULT MED PSYCHIAT,0.001,2000,anthropology
HUM ORGAN,0.002,2000,anthropology
J FAM HIST,0.001,2000,anthropology
ANTHROZOOS,0.001,2000,anthropology
BIJDR TAAL-LAND-V,0.001,2000,anthropology
HOMME,0.001,2000,anthropology
AM J HUM BIOL,0.002,2000,anthropology
ANTHROPOL QUART,0.001,2000,anthropology
RACE CLASS,0.001,2000,anthropology
ANTHROPOL SCI,0.001,2000,anthropology
HOMO,0.001,2000,anthropology
MANKIND QUART,0.001,2000,anthropology
ANTHROPOS,0.001,2000,anthropology
CAN REV SOC ANTHROP,0.001,2000,anthropology
ANTHROPOLOGIE,0.001,2000,anthropology
CULT STUD,0.001,2000,anthropology
MAN INDIA,0.001,2000,anthropology
ETHNOHISTORY,0.001,2000,anthropology
ARCTIC ANTHROPOL,0.001,2000,anthropology
PLAINS ANTHROPOL,0.001,2000,anthropology
COLLEGIUM ANTROPOL,0.001,2000,anthropology
CHINESE SOC ANTHROP,0.001,2000,anthropology
ANTHR ARCHEOL EURAS,0.001,2000,anthropology
EVOL ANTHROPOL,0.004,2001,anthropology
YEARB PHYS ANTHROPOL,0.002,2001,anthropology
J HUM EVOL,0.012,2001,anthropology
CURR ANTHROPOL,0.009,2001,anthropology
ANNU REV ANTHROPOL,0.003,2001,anthropology
CULT ANTHROPOL,0.003,2001,anthropology
AM J PHYS ANTHROPOL,0.015,2001,anthropology
AM ETHNOL,0.003,2001,anthropology
AM ANTHROPOL,0.005,2001,anthropology
AM ANTIQUITY,0.004,2001,anthropology
SOC NETWORKS,0.002,2001,anthropology
HUM NATURE-INT BIOS,0.001,2001,anthropology
AFRICA,0.002,2001,anthropology
CROSS-CULT RES,0.001,2001,anthropology
J PEASANT STUD,0.001,2001,anthropology
HUM ECOL,0.002,2001,anthropology
MED ANTHROPOL Q,0.002,2001,anthropology
PUBLIC CULTURE,0.001,2001,anthropology
J ANTHROPOL ARCHAEOL,0.001,2001,anthropology
ETHNOLOGY,0.001,2001,anthropology
HUM ORGAN,0.003,2001,anthropology
CULT MED PSYCHIAT,0.001,2001,anthropology
ANTHROPOL EDUC QUART,0.001,2001,anthropology
J ROY ANTHROPOL INST,0.001,2001,anthropology
OCEANIA,0.001,2001,anthropology
ETHNOHISTORY,0.001,2001,anthropology
J ANTHROPOL RES,0.001,2001,anthropology
CULT STUD,0.001,2001,anthropology
J MAT CULT,0.001,2001,anthropology
RACE CLASS,0.001,2001,anthropology
ETHOS,0.001,2001,anthropology
CRIT ANTHROPOL,0.001,2001,anthropology
INT J OSTEOARCHAEOL,0.001,2001,anthropology
BIJDR TAAL-LAND-V,0.001,2001,anthropology
AM J HUM BIOL,0.002,2001,anthropology
J FAM HIST,0.001,2001,anthropology
ANTHROPOL QUART,0.001,2001,anthropology
ANTHROZOOS,0.001,2001,anthropology
J POLYNESIAN SOC,0.001,2001,anthropology
ANTHROPOL SCI,0.001,2001,anthropology
ANTHROPOLOGIE,0.001,2001,anthropology
HOMO,0.001,2001,anthropology
HOMME,0.001,2001,anthropology
CAN REV SOC ANTHROP,0.001,2001,anthropology
PLAINS ANTHROPOL,0.001,2001,anthropology
ARCTIC ANTHROPOL,0.001,2001,anthropology
MANKIND QUART,0.001,2001,anthropology
COLLEGIUM ANTROPOL,0.001,2001,anthropology
ANTHROPOS,0.001,2001,anthropology
MAN INDIA,0.001,2001,anthropology
CHINESE SOC ANTHROP,0.001,2001,anthropology
ANTHR ARCHEOL EURAS,0.001,2001,anthropology
YEARB PHYS ANTHROPOL,0.002,2002,anthropology
ANNU REV ANTHROPOL,0.005,2002,anthropology
EVOL ANTHROPOL,0.004,2002,anthropology
CURR ANTHROPOL,0.007,2002,anthropology
CULT ANTHROPOL,0.003,2002,anthropology
J HUM EVOL,0.01,2002,anthropology
PUBLIC CULTURE,0.004,2002,anthropology
AM J PHYS ANTHROPOL,0.016,2002,anthropology
OCEANIA,0.002,2002,anthropology
J ARCHAEOL SCI,0.006,2002,anthropology
AM ETHNOL,0.004,2002,anthropology
HUM NATURE-INT BIOS,0.002,2002,anthropology
J ROY ANTHROPOL INST,0.003,2002,anthropology
AM ANTHROPOL,0.005,2002,anthropology
AM ANTIQUITY,0.003,2002,anthropology
AFRICA,0.002,2002,anthropology
SOC NETWORKS,0.001,2002,anthropology
HUM ECOL,0.001,2002,anthropology
J ANTHROPOL ARCHAEOL,0.001,2002,anthropology
J MAT CULT,0.001,2002,anthropology
J ANTHROPOL RES,0.001,2002,anthropology
MED ANTHROPOL Q,0.001,2002,anthropology
CROSS-CULT RES,0.001,2002,anthropology
CRIT ANTHROPOL,0.001,2002,anthropology
ETHNOLOGY,0.001,2002,anthropology
INT J OSTEOARCHAEOL,0.001,2002,anthropology
ARCTIC ANTHROPOL,0.001,2002,anthropology
HUM ORGAN,0.001,2002,anthropology
ANTHROPOL SCI,0.001,2002,anthropology
CULT MED PSYCHIAT,0.001,2002,anthropology
HOMO,0.001,2002,anthropology
J FAM HIST,0.001,2002,anthropology
AM J HUM BIOL,0.002,2002,anthropology
RACE CLASS,0.001,2002,anthropology
ANTHROPOL QUART,0.001,2002,anthropology
ANTHROZOOS,0.001,2002,anthropology
ANTHROPOL EDUC QUART,0.001,2002,anthropology
CULT STUD,0.001,2002,anthropology
ETHNOHISTORY,0.001,2002,anthropology
ETHOS,0.001,2002,anthropology
J POLYNESIAN SOC,0.001,2002,anthropology
CAN REV SOC ANTHROP,0.001,2002,anthropology
ANTHROPOLOGIE,0.001,2002,anthropology
J PEASANT STUD,0.001,2002,anthropology
PLAINS ANTHROPOL,0.001,2002,anthropology
BIJDR TAAL-LAND-V,0.001,2002,anthropology
COLLEGIUM ANTROPOL,0.001,2002,anthropology
ANTHROPOS,0.001,2002,anthropology
HOMME,0.001,2002,anthropology
MANKIND QUART,0.001,2002,anthropology
CHINESE SOC ANTHROP,0.001,2002,anthropology
MAN INDIA,0.001,2002,anthropology
ANTHR ARCHEOL EURAS,0.001,2002,anthropology
YEARB PHYS ANTHROPOL,0.003,2003,anthropology
J HUM EVOL,0.011,2003,anthropology
ANNU REV ANTHROPOL,0.004,2003,anthropology
CURR ANTHROPOL,0.007,2003,anthropology
CULT ANTHROPOL,0.003,2003,anthropology
EVOL ANTHROPOL,0.004,2003,anthropology
PUBLIC CULTURE,0.004,2003,anthropology
AM J PHYS ANTHROPOL,0.014,2003,anthropology
AM ETHNOL,0.003,2003,anthropology
OCEANIA,0.002,2003,anthropology
J ARCHAEOL SCI,0.006,2003,anthropology
HUM NATURE-INT BIOS,0.002,2003,anthropology
AM ANTIQUITY,0.003,2003,anthropology
AM ANTHROPOL,0.005,2003,anthropology
J ROY ANTHROPOL INST,0.002,2003,anthropology
SOC NETWORKS,0.001,2003,anthropology
AFRICA,0.002,2003,anthropology
HUM ECOL,0.001,2003,anthropology
J ANTHROPOL ARCHAEOL,0.001,2003,anthropology
J ANTHROPOL RES,0.001,2003,anthropology
J MAT CULT,0.001,2003,anthropology
ARCTIC ANTHROPOL,0.001,2003,anthropology
AM J HUM BIOL,0.003,2003,anthropology
ANTHROZOOS,0.001,2003,anthropology
CRIT ANTHROPOL,0.001,2003,anthropology
CROSS-CULT RES,0.001,2003,anthropology
HOMO,0.001,2003,anthropology
MED ANTHROPOL Q,0.001,2003,anthropology
ETHNOLOGY,0.001,2003,anthropology
HUM ORGAN,0.001,2003,anthropology
CULT MED PSYCHIAT,0.001,2003,anthropology
ANTHROPOL SCI,0.001,2003,anthropology
RACE CLASS,0.001,2003,anthropology
INT J OSTEOARCHAEOL,0.001,2003,anthropology
J FAM HIST,0.001,2003,anthropology
ANTHROPOL EDUC QUART,0.001,2003,anthropology
ETHOS,0.001,2003,anthropology
CULT STUD,0.001,2003,anthropology
ANTHROPOL QUART,0.001,2003,anthropology
ETHNOHISTORY,0.001,2003,anthropology
CAN REV SOC ANTHROP,0.001,2003,anthropology
PLAINS ANTHROPOL,0.001,2003,anthropology
J PEASANT STUD,0.001,2003,anthropology
J POLYNESIAN SOC,0.001,2003,anthropology
BIJDR TAAL-LAND-V,0.001,2003,anthropology
ANTHROPOLOGIE,0.001,2003,anthropology
ANTHROPOS,0.001,2003,anthropology
COLLEGIUM ANTROPOL,0.001,2003,anthropology
MANKIND QUART,0.001,2003,anthropology
HOMME,0.001,2003,anthropology
CHINESE SOC ANTHROP,0.001,2003,anthropology
MAN INDIA,0.001,2003,anthropology
ANTHR ARCHEOL EURAS,0.001,2003,anthropology
YEARB PHYS ANTHROPOL,0.002,2004,anthropology
J HUM EVOL,0.012,2004,anthropology
EVOL ANTHROPOL,0.005,2004,anthropology
AM J PHYS ANTHROPOL,0.016,2004,anthropology
ANNU REV ANTHROPOL,0.004,2004,anthropology
CULT ANTHROPOL,0.003,2004,anthropology
CURR ANTHROPOL,0.006,2004,anthropology
PUBLIC CULTURE,0.005,2004,anthropology
AM ETHNOL,0.004,2004,anthropology
SOC NETWORKS,0.002,2004,anthropology
J ARCHAEOL SCI,0.009,2004,anthropology
AM ANTHROPOL,0.005,2004,anthropology
J ROY ANTHROPOL INST,0.002,2004,anthropology
HUM ECOL,0.001,2004,anthropology
J ANTHROPOL ARCHAEOL,0.001,2004,anthropology
AFRICA,0.001,2004,anthropology
AM ANTIQUITY,0.002,2004,anthropology
HUM NATURE-INT BIOS,0.001,2004,anthropology
OCEANIA,0.001,2004,anthropology
ANTHROPOL EDUC QUART,0.001,2004,anthropology
MED ANTHROPOL Q,0.001,2004,anthropology
CULT MED PSYCHIAT,0.001,2004,anthropology
AM J HUM BIOL,0.003,2004,anthropology
J POLYNESIAN SOC,0.001,2004,anthropology
ETHOS,0.001,2004,anthropology
HUM ORGAN,0.001,2004,anthropology
CRIT ANTHROPOL,0.001,2004,anthropology
J ANTHROPOL RES,0.001,2004,anthropology
J MAT CULT,0.001,2004,anthropology
J FAM HIST,0.001,2004,anthropology
INT J OSTEOARCHAEOL,0.001,2004,anthropology
BIJDR TAAL-LAND-V,0.001,2004,anthropology
J PEASANT STUD,0.001,2004,anthropology
ANTHROPOLOGIE,0.001,2004,anthropology
ANTHROPOL QUART,0.001,2004,anthropology
ETHNOLOGY,0.001,2004,anthropology
ETHNOHISTORY,0.001,2004,anthropology
CAN REV SOC ANTHROP,0.001,2004,anthropology
CULT STUD,0.001,2004,anthropology
HOMO,0.001,2004,anthropology
PLAINS ANTHROPOL,0.001,2004,anthropology
RACE CLASS,0.001,2004,anthropology
MANKIND QUART,0.001,2004,anthropology
ARCTIC ANTHROPOL,0.001,2004,anthropology
HOMME,0.001,2004,anthropology
COLLEGIUM ANTROPOL,0.001,2004,anthropology
ANTHROPOS,0.001,2004,anthropology
ANTHR ARCHEOL EURAS,0.001,2004,anthropology
CHINESE SOC ANTHROP,0.001,2004,anthropology
MAN INDIA,0.001,2004,anthropology
J HUM EVOL,0.011,2005,anthropology
ANNU REV ANTHROPOL,0.004,2005,anthropology
GLOBAL NETW,0.001,2005,anthropology
CURR ANTHROPOL,0.006,2005,anthropology
EVOL ANTHROPOL,0.004,2005,anthropology
AM J PHYS ANTHROPOL,0.013,2005,anthropology
PUBLIC CULTURE,0.003,2005,anthropology
AM ETHNOL,0.003,2005,anthropology
SOC NETWORKS,0.001,2005,anthropology
CULT ANTHROPOL,0.001,2005,anthropology
J ANTHROPOL ARCHAEOL,0.001,2005,anthropology
CULT MED PSYCHIAT,0.001,2005,anthropology
HUM ECOL,0.001,2005,anthropology
AM ANTIQUITY,0.002,2005,anthropology
J ARCHAEOL SCI,0.007,2005,anthropology
AM ANTHROPOL,0.004,2005,anthropology
HUM NATURE-INT BIOS,0.001,2005,anthropology
J ROY ANTHROPOL INST,0.002,2005,anthropology
ETHNOS,0.001,2005,anthropology
HUM ORGAN,0.002,2005,anthropology
AM J HUM BIOL,0.003,2005,anthropology
MED ANTHROPOL Q,0.001,2005,anthropology
CRIT ANTHROPOL,0.001,2005,anthropology
INT J OSTEOARCHAEOL,0.002,2005,anthropology
OCEANIA,0.001,2005,anthropology
RACE CLASS,0.001,2005,anthropology
AFRICA,0.001,2005,anthropology
J POLYNESIAN SOC,0.001,2005,anthropology
BIJDR TAAL-LAND-V,0.001,2005,anthropology
CULT STUD,0.001,2005,anthropology
ANTHROPOL EDUC QUART,0.001,2005,anthropology
J ANTHROPOL RES,0.001,2005,anthropology
J PEASANT STUD,0.001,2005,anthropology
ANTHROPOL QUART,0.001,2005,anthropology
ETHNOHISTORY,0.001,2005,anthropology
ETHOS,0.001,2005,anthropology
J FAM HIST,0.001,2005,anthropology
ARCTIC ANTHROPOL,0.001,2005,anthropology
HOMO,0.001,2005,anthropology
ETHNOLOGY,0.001,2005,anthropology
ANTHROPOS,0.001,2005,anthropology
PLAINS ANTHROPOL,0.001,2005,anthropology
J MAT CULT,0.001,2005,anthropology
ANTHROPOLOGIE,0.001,2005,anthropology
CAN REV SOC ANTHROP,0.001,2005,anthropology
HOMME,0.001,2005,anthropology
COLLEGIUM ANTROPOL,0.001,2005,anthropology
MANKIND QUART,0.001,2005,anthropology
CHINESE SOC ANTHROP,0.001,2005,anthropology
MAN INDIA,0.001,2005,anthropology
ANTHR ARCHEOL EURAS,0.001,2005,anthropology
YEARB PHYS ANTHROPOL,0.001,2006,anthropology
ANNU REV ANTHROPOL,0.004,2006,anthropology
J HUM EVOL,0.01,2006,anthropology
PUBLIC CULTURE,0.004,2006,anthropology
CURR ANTHROPOL,0.007,2006,anthropology
SOC NETWORKS,0.003,2006,anthropology
CULT ANTHROPOL,0.003,2006,anthropology
GLOBAL NETW,0.002,2006,anthropology
AM ETHNOL,0.004,2006,anthropology
ANTIQUITY,0.003,2006,anthropology
AM J PHYS ANTHROPOL,0.011,2006,anthropology
HUM NATURE-INT BIOS,0.002,2006,anthropology
EVOL ANTHROPOL,0.002,2006,anthropology
AM ANTHROPOL,0.005,2006,anthropology
J ARCHAEOL SCI,0.01,2006,anthropology
J ROY ANTHROPOL INST,0.002,2006,anthropology
HUM ECOL,0.002,2006,anthropology
HUM ORGAN,0.002,2006,anthropology
J ANTHROPOL ARCHAEOL,0.001,2006,anthropology
OCEANIA,0.001,2006,anthropology
MED ANTHROPOL Q,0.001,2006,anthropology
CULT MED PSYCHIAT,0.001,2006,anthropology
ANTHROPOL QUART,0.001,2006,anthropology
AFRICA,0.001,2006,anthropology
AM J HUM BIOL,0.003,2006,anthropology
AM ANTIQUITY,0.002,2006,anthropology
INT J OSTEOARCHAEOL,0.002,2006,anthropology
ETHNOS,0.001,2006,anthropology
CRIT ANTHROPOL,0.001,2006,anthropology
ARCTIC ANTHROPOL,0.001,2006,anthropology
ANTHROPOLOGIE,0.001,2006,anthropology
CULT STUD,0.001,2006,anthropology
J ANTHROPOL RES,0.001,2006,anthropology
J POLYNESIAN SOC,0.001,2006,anthropology
RACE CLASS,0.001,2006,anthropology
HOMME,0.001,2006,anthropology
HOMO,0.001,2006,anthropology
ETHNOLOGY,0.001,2006,anthropology
J MAT CULT,0.001,2006,anthropology
ETHOS,0.001,2006,anthropology
J PEASANT STUD,0.001,2006,anthropology
BIJDR TAAL-LAND-V,0.001,2006,anthropology
CAN REV SOC ANTHROP,0.001,2006,anthropology
ETHNOHISTORY,0.001,2006,anthropology
ANTHROPOL EDUC QUART,0.001,2006,anthropology
PLAINS ANTHROPOL,0.001,2006,anthropology
ANTHR ARCHEOL EURAS,0.001,2006,anthropology
J FAM HIST,0.001,2006,anthropology
MANKIND QUART,0.001,2006,anthropology
COLLEGIUM ANTROPOL,0.001,2006,anthropology
MAN INDIA,0.001,2006,anthropology
CHINESE SOC ANTHROP,0.001,2006,anthropology
ANTHROPOS,0.001,2006,anthropology
ANNU REV ANTHROPOL,0.005,2007,anthropology
YEARB PHYS ANTHROPOL,0.001,2007,anthropology
CURR ANTHROPOL,0.008,2007,anthropology
J HUM EVOL,0.011,2007,anthropology
EVOL ANTHROPOL,0.004,2007,anthropology
AM ETHNOL,0.005,2007,anthropology
CULT ANTHROPOL,0.003,2007,anthropology
AM J PHYS ANTHROPOL,0.015,2007,anthropology
GLOBAL NETW,0.002,2007,anthropology
PUBLIC CULTURE,0.003,2007,anthropology
SOC NETWORKS,0.002,2007,anthropology
ANTIQUITY,0.004,2007,anthropology
HUM NATURE-INT BIOS,0.002,2007,anthropology
AM ANTHROPOL,0.005,2007,anthropology
HUM ECOL,0.002,2007,anthropology
J ARCHAEOL SCI,0.01,2007,anthropology
CULT MED PSYCHIAT,0.001,2007,anthropology
ANTHROPOL QUART,0.001,2007,anthropology
AM J HUM BIOL,0.004,2007,anthropology
AM ANTIQUITY,0.002,2007,anthropology
J ANTHROPOL ARCHAEOL,0.001,2007,anthropology
J ROY ANTHROPOL INST,0.002,2007,anthropology
MED ANTHROPOL Q,0.001,2007,anthropology
HUM ORGAN,0.002,2007,anthropology
ETHNOS,0.001,2007,anthropology
ANTHROPOL EDUC QUART,0.001,2007,anthropology
CULT STUD,0.001,2007,anthropology
HOMO,0.001,2007,anthropology
INT J OSTEOARCHAEOL,0.001,2007,anthropology
OCEANIA,0.001,2007,anthropology
BIJDR TAAL-LAND-V,0.001,2007,anthropology
J ANTHROPOL RES,0.001,2007,anthropology
J MAT CULT,0.001,2007,anthropology
COMP STUD SOC HIST,0.001,2007,anthropology
CRIT ANTHROPOL,0.001,2007,anthropology
ETHOS,0.001,2007,anthropology
AFRICA,0.001,2007,anthropology
J FAM HIST,0.001,2007,anthropology
J POLYNESIAN SOC,0.001,2007,anthropology
J PEASANT STUD,0.001,2007,anthropology
CHUNGARA,0.001,2007,anthropology
INTER-ASIA CULT STUD,0.001,2007,anthropology
RACE CLASS,0.001,2007,anthropology
ETHNOLOGY,0.001,2007,anthropology
ANTHROPOL ANZ,0.001,2007,anthropology
ANTHROPOLOGIE,0.001,2007,anthropology
Z ETHNOL,0.001,2007,anthropology
ETHNOHISTORY,0.001,2007,anthropology
PLAINS ANTHROPOL,0.001,2007,anthropology
MANKIND QUART,0.001,2007,anthropology
CAN REV SOC ANTHROP,0.001,2007,anthropology
ARCTIC ANTHROPOL,0.001,2007,anthropology
ANTHROPOS,0.001,2007,anthropology
COLLEGIUM ANTROPOL,0.001,2007,anthropology
HOMME,0.001,2007,anthropology
ANTHR ARCHEOL EURAS,0.001,2007,anthropology
CHINESE SOC ANTHROP,0.001,2007,anthropology
MAN INDIA,0.001,2007,anthropology
ANNU REV ANTHROPOL,0.005,2008,anthropology
EVOL ANTHROPOL,0.003,2008,anthropology
CURR ANTHROPOL,0.007,2008,anthropology
SOC NETWORKS,0.003,2008,anthropology
FIELD METHOD,0.001,2008,anthropology
MED ANTHROPOL,0.001,2008,anthropology
PUBLIC CULTURE,0.003,2008,anthropology
GLOBAL NETW,0.002,2008,anthropology
HUM NATURE-INT BIOS,0.002,2008,anthropology
CULT ANTHROPOL,0.002,2008,anthropology
AM ETHNOL,0.003,2008,anthropology
AM ANTIQUITY,0.003,2008,anthropology
J ANTHROPOL ARCHAEOL,0.002,2008,anthropology
MED ANTHROPOL Q,0.001,2008,anthropology
AM ANTHROPOL,0.003,2008,anthropology
HUM ECOL,0.002,2008,anthropology
CULT MED PSYCHIAT,0.001,2008,anthropology
ANTHROPOL FORUM,0.001,2008,anthropology
ANTHROPOL QUART,0.001,2008,anthropology
RACE CLASS,0.001,2008,anthropology
HUM ORGAN,0.002,2008,anthropology
ETHOS,0.001,2008,anthropology
J ROY ANTHROPOL INST,0.002,2008,anthropology
COMP STUD SOC HIST,0.001,2008,anthropology
CULT STUD,0.001,2008,anthropology
ANTIQUITY,0.003,2008,anthropology
ETHNOS,0.001,2008,anthropology
INT J OSTEOARCHAEOL,0.002,2008,anthropology
CRIT ANTHROPOL,0.001,2008,anthropology
J PEASANT STUD,0.001,2008,anthropology
J ARCHAEOL METHOD TH,0.001,2008,anthropology
ANTHROPOL EDUC QUART,0.001,2008,anthropology
AFRICA,0.001,2008,anthropology
OCEANIA,0.001,2008,anthropology
HOMO,0.001,2008,anthropology
J MAT CULT,0.001,2008,anthropology
J POLYNESIAN SOC,0.001,2008,anthropology
J ANTHROPOL RES,0.001,2008,anthropology
ANTHROPOLOGIE,0.001,2008,anthropology
ARCTIC ANTHROPOL,0.001,2008,anthropology
ETHNOHISTORY,0.001,2008,anthropology
ETHNOLOGY,0.001,2008,anthropology
J FAM HIST,0.001,2008,anthropology
INTER-ASIA CULT STUD,0.001,2008,anthropology
ANTHROPOL ANZ,0.001,2008,anthropology
J ANTHROPOL SCI,0.001,2008,anthropology
COLLEGIUM ANTROPOL,0.002,2008,anthropology
PLAINS ANTHROPOL,0.001,2008,anthropology
CHINESE SOC ANTHROP,0.001,2008,anthropology
MANKIND QUART,0.001,2008,anthropology
CHUNGARA,0.001,2008,anthropology
ANTHR ARCHEOL EURAS,0.001,2008,anthropology
ANTHROPOS,0.001,2008,anthropology
Z ETHNOL,0.001,2008,anthropology
HOMME,0.001,2008,anthropology
BIJDR TAAL-LAND-V,0.001,2008,anthropology
STUD ETHNO-MED,0.001,2008,anthropology
EVOL ANTHROPOL,0.003,2009,anthropology
ANNU REV ANTHROPOL,0.004,2009,anthropology
CURR ANTHROPOL,0.007,2009,anthropology
SOC NETWORKS,0.004,2009,anthropology
CULT ANTHROPOL,0.003,2009,anthropology
FIELD METHOD,0.001,2009,anthropology
PUBLIC CULTURE,0.003,2009,anthropology
AM ETHNOL,0.004,2009,anthropology
HUM NATURE-INT BIOS,0.002,2009,anthropology
GLOBAL NETW,0.002,2009,anthropology
AM ANTHROPOL,0.004,2009,anthropology
MED ANTHROPOL,0.001,2009,anthropology
AM ANTIQUITY,0.002,2009,anthropology
ARCHAEOL OCEAN,0.001,2009,anthropology
J ANTHROPOL ARCHAEOL,0.002,2009,anthropology
ETHNOS,0.001,2009,anthropology
HUM ECOL,0.003,2009,anthropology
CULT STUD,0.002,2009,anthropology
J ARCHAEOL METHOD TH,0.001,2009,anthropology
ANTHROPOL QUART,0.001,2009,anthropology
J ANTHROPOL SCI,0.001,2009,anthropology
AUST J ANTHROPOL,0.001,2009,anthropology
J MAT CULT,0.001,2009,anthropology
J ROY ANTHROPOL INST,0.002,2009,anthropology
RACE CLASS,0.001,2009,anthropology
MED ANTHROPOL Q,0.001,2009,anthropology
CULT MED PSYCHIAT,0.001,2009,anthropology
AFRICA,0.001,2009,anthropology
ANTIQUITY,0.003,2009,anthropology
ETHOS,0.001,2009,anthropology
ANTHROPOL EDUC QUART,0.001,2009,anthropology
COMP STUD SOC HIST,0.001,2009,anthropology
HUM ORGAN,0.001,2009,anthropology
CRIT ANTHROPOL,0.001,2009,anthropology
J ANTHROPOL RES,0.001,2009,anthropology
INT J OSTEOARCHAEOL,0.001,2009,anthropology
CHUNGARA,0.001,2009,anthropology
HOMO,0.001,2009,anthropology
ARCTIC ANTHROPOL,0.001,2009,anthropology
J PEASANT STUD,0.001,2009,anthropology
ANTHROPOLOGIE,0.001,2009,anthropology
J POLYNESIAN SOC,0.001,2009,anthropology
SOCIOLOGUS,0.001,2009,anthropology
MAGALLANIA,0.001,2009,anthropology
ANTHROPOL FORUM,0.001,2009,anthropology
OCEANIA,0.001,2009,anthropology
ETHNOHISTORY,0.001,2009,anthropology
INTER-ASIA CULT STUD,0.001,2009,anthropology
ETHNOLOGY,0.001,2009,anthropology
